"";"Coord. facteur 1";"Coord. facteur 2";"Corr. facteur 1";"Corr. facteur 2";"COR -facteur 1";"COR -facteur 2";"CTR -facteur 1";"CTR -facteur 2";"mass";"chi.distance";"inertie"
"isentar";-1,43666923514607;-0,519416483479715;-0,94042433779341;-0,340003036583245;0,914879303820554;0,0851206961794642;0,000213894259467437;2,79587017109764e-05;0,000103630011251258;0,792366809195247;6,50636010274146e-05
"intrínseco";0,29286613347047;-0,230207027853625;0,786190617936315;-0,6179840712097;0,694542317452507;0,305457682547488;8,88840535526738e-06;5,49190101427724e-06;0,000103630011251258;0,185383545036039;3,56145868702112e-06
"interdisciplinaridade";0,949247561181393;1,54888498937117;0,522534428926871;0,852618185699829;0,345410835979505;0,654589164020517;8,00382778831785e-05;0,000213096883131936;8,882572392965e-05;0,852045714187544;6,44858677443029e-05
"intercultural";1,55701914608199;1,03549783842047;0,832670516992329;0,553768733436375;0,760559682746451;0,239440317253571;0,000215340968312834;9,52438953076441e-05;8,882572392965e-05;0,94184337714701;7,87945413995102e-05
"integrativo";1,75149565476617;2,91307032283635;0,515285860112209;0,857018367579378;0,336818069998675;0,663181930001347;0,000317909622796434;0,000879402068758946;0,000103630011251258;1,59207219608629;0,000262670355049108
"informativo";0,980507356543139;0,939094686545102;0,72219355744643;0,691691018868157;0,604984138711121;0,395015861288903;9,96293411151552e-05;9,13911857061749e-05;0,000103630011251258;0,665013171678428;4,58295971685411e-05
"informal";-0,915722162374137;-0,959462612866034;-0,690425045292377;-0,723403937529385;0,561351276917208;0,438648723082815;8,68986431965737e-05;9,53985245812462e-05;0,000103630011251258;0,644759504511654;4,30805313348551e-05
"impressão";1,26530438305571;-1,78086088820337;0,579193704587809;-0,815189948763998;0,414935329763588;0,585064670236405;0,000142209556029489;0,000281707719233654;8,882572392965e-05;1,03623006902798;9,53786423838807e-05
"implantação";-0,228080939301468;0,209839101532693;-0,735923556196242;0,677064634606975;0,624029665653243;0,375970334346751;5,39092799355242e-06;4,56308313679659e-06;0,000103630011251258;0,152313276294919;2,4041472575035e-06
"imaginário";1,16806612871361;-2,71964713041131;0,39463362363353;-0,918838562043338;0,205815341857412;0,794184658142583;0,00014139055734198;0,000766497358880815;0,000103630011251258;1,35825071819495;0,000191181309503459
