"";"X";"V1"
"1465";1465;1
"1466";1466;1
"1467";1467;1
"1468";1468;1
"1469";1469;3
"1470";1470;3
"1471";1471;3
"1472";1472;2
"1473";1473;3
"1474";1474;3
"1475";1475;3
"1476";1476;2
"1477";1477;3
"1478";1478;3
"1479";1479;3
"1480";1480;2
"1481";1481;3
"1482";1482;2
"1483";1483;3
"1484";1484;3
"1485";1485;3
"1486";1486;3
"1487";1487;3
"1488";1488;3
"1489";1489;2
"1490";1490;3
"1491";1491;3
"1492";1492;2
"1493";1493;2
"1494";1494;2
"1495";1495;2
"1496";1496;2
"1497";1497;3
"1498";1498;3
"1499";1499;1
"1500";1500;1
"1501";1501;2
"1502";1502;3
"1503";1503;1
"1504";1504;1
"1505";1505;1
"1506";1506;1
"1507";1507;1
"1508";1508;2
"1509";1509;2
"1510";1510;1
"1511";1511;1
"1512";1512;3
"1513";1513;1
"1514";1514;3
"1515";1515;3
"1516";1516;3
"1517";1517;1
"1518";1518;1
"1519";1519;1
"1520";1520;1
"1521";1521;1
"1522";1522;1
"1523";1523;1
"1524";1524;1
"1525";1525;2
"1526";1526;2
"1527";1527;3
"1528";1528;2
"1529";1529;1
"1530";1530;2
"1531";1531;3
"1532";1532;2
"1533";1533;2
"1534";1534;2
"1535";1535;2
"1536";1536;2
"1537";1537;1
"1538";1538;3
"1539";1539;1
"1540";1540;3
"1541";1541;3
"1542";1542;1
"1543";1543;2
"1544";1544;2
"1545";1545;3
"1546";1546;2
"1547";1547;2
"1548";1548;1
"1549";1549;1
"1550";1550;1
"1551";1551;3
"1552";1552;3
"1553";1553;2
"1554";1554;1
"1555";1555;1
"1556";1556;2
"1557";1557;1
"1558";1558;3
"1559";1559;2
"1560";1560;3
"1561";1561;3
"1562";1562;3
"1563";1563;3
"1564";1564;3
"1565";1565;1
"1566";1566;1
"1567";1567;3
"1568";1568;1
"1569";1569;3
"1570";1570;1
"1571";1571;3
"1572";1572;3
"1573";1573;3
"1574";1574;3
"1575";1575;3
"1576";1576;2
"1577";1577;3
"1578";1578;3
"1579";1579;2
"1580";1580;3
"1581";1581;3
"1582";1582;2
"1583";1583;2
"1584";1584;2
"1585";1585;3
"1586";1586;2
"1587";1587;2
"1588";1588;2
"1589";1589;3
"1590";1590;3
"1591";1591;2
"1592";1592;1
"1593";1593;3
"1594";1594;1
"1595";1595;1
"1596";1596;3
"1597";1597;3
"1598";1598;3
"1599";1599;3
"1600";1600;3
"1601";1601;1
"1602";1602;2
"1603";1603;3
"1604";1604;3
"1605";1605;1
"1606";1606;1
"1607";1607;1
"1608";1608;1
"1609";1609;1
"1610";1610;1
"1611";1611;3
"1612";1612;3
"1613";1613;3
"1614";1614;3
"1615";1615;2
"1616";1616;2
"1617";1617;2
"1618";1618;2
"1619";1619;2
"1620";1620;3
"1621";1621;2
"1622";1622;2
"1623";1623;2
"1624";1624;2
"1625";1625;1
"1626";1626;3
"1627";1627;1
"1628";1628;1
"1629";1629;1
"1630";1630;3
"1631";1631;3
"1632";1632;3
"1633";1633;2
"1634";1634;3
"1635";1635;3
"1636";1636;2
"1637";1637;3
"1638";1638;1
"1639";1639;2
"1640";1640;2
"1641";1641;2
"1642";1642;2
"1643";1643;2
"1644";1644;3
"1645";1645;2
"1646";1646;2
"1647";1647;2
"1648";1648;2
"1649";1649;2
"1650";1650;2
"1651";1651;2
"1652";1652;3
"1653";1653;2
